0	1	2
123	83630	ModificaciÃ³n del comportamiento de materiales polimÃ©ricos mediante la incorporaciÃ³n de aditivos
123	83878	Transformada de Fourier de tiempo continuo: IntroducciÃ³n
123	83985	Probabilidad 2
123	84294	Les Adjectifs Possessifs
123	84314	CÃ³mo realizar una cita bibliogrÃ¡fica
123	84710	Dibujo de arcos y elipses en AutoCad
123	84881	InterpretaciÃ³n ParÃ¡metros Modelos Avanzados Viscoelasticidad
123	85086	Aula 2.0. Interactividad en el aula
123	85289	Past Simple and Past Continuous
123	85388	Encuadre y boceto de una escena exterior con edificios
123	85597	ParÃ¡metros bÃ¡sicos en lÃ­neas de producciÃ³n
123	86438	UtilizaciÃ³n de Modelos ViscoelÃ¡sticos para CÃ¡lculo a Fluencia
123	86740	Aula 2.0. Plataformas educativas
123	86754	ValoraciÃ³n de la actividad en estudios de tiempos
123	87296	Legal and ethical issues: Consent, Anonymisation, Access Regulation
123	135898	Information Transfer in Calcium Signal Transduction
123	136979	Decarbonising Germany - benefits of climate policies
124	615	Data mining and Machine learning algorithms
124	958	Online learning for CAT applications
124	1328	Warm-Up for BCI Physiology: Basic Concepts in the Transition from Cellular Microrecordings to Noninvasive Large-Scale EEG/MEG Signals
124	2922	Self Organized Criticality
124	4588	Lecture 13: Control - Overview
124	4741	Breaking the coherence barrier - A new theory for compressed sensing
124	5564	Gauging the Internet Doctor: Ranking Medical Facts based on Community Knowledge
124	5839	Computing in Parallel With Python and Visualizing the Results
124	9340	From Web 2.0 to Web 3.0 using Data Mining
124	12410	Dynamic Analysis of Multiagent Q-learning with e-greedy Exploration
124	13958	A New Way to Aggregate Preferences: Application to Eurovision Song Contests
124	14002	Ground Facts, Rules and Probabilistic Inference for Cyc
124	14008	Interview with GMP Participant
124	15349	Reasoning for Ontology Engineering and Usage
124	15350	Reasoning for Ontology Engineering and Usage
124	15549	Reasoning for Ontology Engineering and Usage
124	15550	Reasoning for Ontology Engineering and Usage
124	15847	Reasoning for Ontology Engineering and Usage
124	17835	Grammatical Inference
124	23924	Shape Preferred Orientation (SPO)
124	28562	Examining the Relative Influence of Familial, Genetic, and Environmental Covariate Information in Flexible Risk Models
124	29132	Security Applications of Web mining
124	29813	Inference for PCFGs and Adaptor Grammars
124	30077	Multiple Kernel Learning for Efficient Conformal Predictions
124	34441	Multi-Task Learning via Matrix Regularization
124	34753	âCreative Environment and Young Researchersâ Performance: The Keys to PhD
124	35036	Learning Theory
124	35185	Lecture 20: Car-Cdr Recursion Problem that Returns the Sum of Every Element in a List of Integers
124	39722	Lecture 7 - Conscious of the Present; Conscious of the Past: Language (cont.); Vision and Memory
124	41490	Lecture 11: Differentials; chain rule
124	64319	Online learning for CAT applications
124	66027	Personal Name Classification in Web Queries
124	66621	BIO-CFD tutorial
124	66876	Dynamic Analysis of Multiagent Q-learning with e-greedy Exploration
124	68146	Learning Graph Quantization
124	68403	Maps
124	68776	Scale and Rotation Invariant Detection of Singular Patterns in Vector Flow Fields
124	69301	Knowledge transfer to and from clinical research
124	69421	The Sensitivity of Latent Dirichlet Allocation for Information Retrieval
124	69987	Reasoning for Ontology Engineering and Usage
124	72690	Visualising the Past: Annotating a Life with Linked Open Data
124	74158	Forest-Based Search Algorithms in Parsing Machine Translation
124	80359	Multi-Task Learning via Matrix Regularization
124	80815	Computational advertising: business models, technologies and issues (CoAd)
124	81143	Translating Webpages into Bidphrases for Advertising
124	83149	CÃ¡lculo de coordenadas
124	84473	Radio Mobile
124	84641	CÃ³digos de lÃ­nea en una transmisiÃ³n digital
124	85026	Fases del proceso de correcciÃ³n de geomÃ©Ã§trica
124	85325	Cartografiado de la red de drenaje a partir de la topografÃ­a descrita en un M.D.E rÃ¡ster
124	85460	COMPONENTES DEL MODELO DE DESARROLLO JAVA ENTERPRISE EDITION
124	85815	PlanificaciÃ³n de requerimientos de material MRP: procedimiento de cÃ¡lculo 10
124	85834	Sistemas con un servidor y sin limite de capacidad. MM1  ,  GG1
124	86571	Consideraciones sobre escalas al trazar dibujos
124	87042	Ejemplo de aplicaciÃ³n del remuestreo mediante interpolaciÃ³n bilineal
124	87086	DeterminaciÃ³n del tiro de una chimenea industrial
124	87099	AplicaciÃ³n de criterios de decisiÃ³n en contexto de incertidumbre
124	134116	Introduction to Particle Physics (for non particle physicists)
125	1660	Data science and the curse of phase transitions
125	12430	Lecture 5 - Critical Approaches to the Bible: Introduction to Genesis 12-50 
125	13642	What showbiz has to do with it?
125	14550	Open(ing up) Education: OCW, OER, MOOCs in a conventional world â whatâs up in Europe?
125	16677	ACM SIGKDD Data Mining Practice Prize Winners
125	17321	Spletni konkordanÄnik za govorni korpus slovenskega jezika
125	18923	Zlorabe Elektronskega BanÄniÅ¡tva - Potek Preiskave v Praksi
125	23052	Lecture 22: Kepler's Laws - Elliptical Orbits - Satellites - Change of Orbits - Ham Sandwich
125	23217	Lecture 26: Nervous System 1
125	24450	The Second Law and Quantum Physics
125	26409	Architecture of the Brain
125	28207	Sparse Methods for Under-determined Inverse Problems
125	28238	Sparse Methods for Under-determined Inverse Problems
125	29009	iAd (Norwegian Initiative) - Part 2
125	29608	MultimediaN (Dutch Initiative) - Part 1
125	34176	Classification and Clustering in Large Complex Networks
125	34435	Ekskurzija na Å tajersko â rudarsko mesto Velenje in kneÅ¾je mesto Celje
125	36831	Developers Q&A session
125	63316	Learning the topology of a data set
125	63549	Hybrid Reasoning with Simple Forest Logic Programs
125	64647	Attention as a Design Criterion and Analysis Tool in Control Problems
125	65062	Programming Methodologies
125	67597	Game Theory to Protect Wild Life
125	68052	BlackOut: Speeding up Recurrent Neural Network Language Models With Very Large Vocabularies
125	68413	Data variability could be your friend
125	68781	Graphical Models via Generalized Linear Models
125	69230	Crowdsourcing for Relevance Evaluation
125	69316	Chains of Reasoning over Entities, Relations, and Text using Recurrent Neural Networks
125	69702	Regularizing RNNs by Stabilizing Activations
125	69802	MPI & OpenMP (Part 1)
125	70335	Suspicious Coincidences in the Brain
125	73167	Building AI: Our Shared Enterprise
125	73848	Talk to me in plain English, please! Explorations in Data-driven Text Simplification
125	75113	Toward a Fair Review-Management System
125	76751	What are they blogging about? Personality, topic and motivation in blogs  
125	76799	You Are What You Tweet: Analyzing Twitter for Public Health
125	77180	On the Road to âNormal Scienceâ: The State of the Discipline as Seen by Political Science Communities in Four Central European Countries
125	77391	Multilingual and Cross-lingual Ontology matching and its Application to Financial Accounting Standards
125	77397	Data science and the curse of phase transitions
125	78346	A Bridge from EUDATâs B2DROP cloud service to CLARINâs Language Resource Switchboard
125	79435	Multilingual and Cross-lingual Ontology matching and its Application to Financial Accounting Standards
125	79702	Gaussian Process Temporal Difference
125	80108	Graphical Models and message-passing algorithms
125	80555	Kernel Methods for Dependence and Causality
125	81000	Graph Theory
125	83124	IntroducciÃ³n al ciclo de vapor: ciclo de Carnot
125	83457	Ciclo de Rankine con recalentamiento
125	84349	Tendencias en el ciclo de Rankine BÃ¡sico
125	84371	DistribuciÃ³n de TelevisiÃ³n IP
125	84375	ReseÃ±a histÃ³rica de las radiocomunicaciones
125	84451	Ejemplo de DiseÃ±o de una red sobre cable coaxial segÃºn ANEXO II del Real Decreto 3462011
125	84491	BÃºsqueda de LegislaciÃ³n en el DOUE
125	84602	ESTIMACIÃ DE LES REACCIONS, LES LLEIS DÂ¿ESFORÃOS I LA DEFORMADA EN UN PÃRTIC PLA SOLÂ·LICITAT PER DESPLAÃAMENTS IMPOSATS
125	85318	BÃºsqueda de LegislaciÃ³n en el DOCV
125	85576	Llenguatge igualitari: lus de termes generics
125	85645	ResoluciÃ³n de conflictos en el trabajo en equipo
125	85745	RecepciÃ³n de la seÃ±al RTV de satÃ©lite en una instalaciÃ³n de antena individual o colectiva.
125	85972	JTS Test Builder
125	86069	Sistemas de contribuciÃ³n de televisiÃ³n
125	86259	ESTIMACIÃ DE LES REACCIONS, LES LLEIS DÂ¿ESFORÃOS I LA DEFORMADA EN UN PÃRTIC PLA SOTMÃS A UN INCREMENT TÃRMIC UNIFORME
125	86295	El equipo ideal
125	86478	EstimaciÃ³ de les reaccions. Les lleis d'esforÃ§os i la deformada en un pÃ²rtic pla solÂ·licitat per forces exteriors
125	86705	Usos de la lletra cursiva
125	86774	DIBUIX DE LA DEFORMADA DÂ¿UNA ESTRUCTURA (CAS DE DEFORMACIONS IMPOSADES)
125	87166	BÃºsqueda de Jurisprudencia del Tribuna Superior de Justicia y Audiencias
125	88224	Saggio qualitativo di alcuni cationi in acqua
125	88442	Energetika in okolje 9. del
125	88592	Anonimizator Tacita
125	89885	Bayesian Inference: Principles and Practice
125	136552	Semi-supervised multi-target prediction for analysis of screening data
125	137181	Creating Knowledge Out of Interlinked Data
125	137182	Women and Science in the EU: Perceptions from the East
125	137184	Open Social Learning Communities
125	137185	Making Things Findable
125	137186	Disorder Inequality: A Combinatorial Approach to Nearest Neighbor Search
125	137187	Web Information Management: Past, Present and Future
125	137188	Opinion Spam and Analysis
125	137190	A Scalable Pattern Mining Approach to Web Graph Compression with Communities
125	137192	Bridge safety assessment and maintenance with the use of monitoring techniques
125	137194	Encouraging the transfer of knowledge
125	137195	A methodology for testing and implementing crushed concrete in road construction
125	137196	Load test results Internet data base - a new tool in bridge assessment
126	3425	The Data Challenge in Climate Science
126	4632	A New Algorithm for Compressed Counting with Applications in Shannon Entropy Estimation in Dynamic Data 
126	5274	Service-oriented architectures
126	7652	Human Dynamics: From Human Mobility to Predictability
126	7820	Embracing Uncertainty: Applied Machine Learning Comes of Age
126	9646	Lecture 21 -  Repeated games: cooperation vs. the end game
126	13193	ABC-Boost: Adaptive Base Class Boost for Multi-Class Classiï¬cation
126	15569	A Semantic Portal for Next Generation Monitoring Systems
126	15571	Aemoo: exploratory search based on knowledge patterns over the Semantic Web
126	16003	Linking Data Across Universities: an integrated video lectures dataset
126	19978	Lecture 20: Cramer's Rule, Inverse Matrix, and Volume
126	19993	Lecture 5: Applications to dynamics: eigenvalues of K, solution of Mu'' + Ku = F(t)
126	20816	Lecture 3: Rutherford Model of the Atom, Bohr Model of Hydrogen
126	21548	Lecture 5: Objects in Python 
126	21865	Recitation 2: Inheritance
126	25077	Human Augmentation
126	27732	" 	 Machine Learning and Cognitive Science "
126	28641	Machine learning for cognitive science 3: Kernel methods and Bayesian methods
126	33829	The minimalist program and language acquisition
126	34201	OpenTox - the creation of a Semantic Web for Toxicology 
126	38115	Lecture 9 -  Mixed strategies in theory and tennis
126	38117	Lecture 20 -  Subgame perfect equilibrium: wars of attrition
126	38118	Lecture 19 -  Subgame perfect equilibrium: matchmaking and strategic investments
126	38475	Lecture 5 -  Nash equilibrium: bad fashion and bank runs
126	38476	Lecture 10 -  Mixed strategies in baseball, dating and paying your taxes
126	38477	Lecture 11 -  Evolutionary stability: cooperation, mutation, and equilibrium
126	38503	Lecture 13 -  Sequential games: moral hazard, incentives, and hungry lions
126	41176	Lecture 5: Biochemistry 4
126	41272	Lecture 5: Biochemistry 4
126	65377	Lecture 2: Classification Schemes for the Elements - Mendeleyev and the Periodic Table - Atomic Structure
126	66919	ABC-Boost: Adaptive Base Class Boost for Multi-Class Classiï¬cation
126	67085	Evasin-displaying lactic acid bacteria bind different chemokines and could be used for therapy of inflammatory bowel disease
